"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_247_length_1989_cov_14_939854_S011-11","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_247_length_1989_cov_14_939854_S011-11","0"
"NODE_2470_length_740_cov_4_209653_S006-28","Viruses","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2470_length_740_cov_4_209653_S006-28","0"
"NODE_2477_length_911_cov_8_332134_S007-128","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID504","Singleton_ClusterID4842","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2477_length_911_cov_8_332134_S007-128","0"
"NODE_2479_length_2024_cov_237_088341_S010-136","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID136","NOTSURE_ClusterID1020","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2479_length_2024_cov_237_088341_S010-136","0"
"NODE_248_length_3080_cov_20_422910_S007-72","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID505","NOTSURE_ClusterID58","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_248_length_3080_cov_20_422910_S007-72","0"
"NODE_248_length_6889_cov_111_954345_S010-136","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID172","SURE_ClusterID1522","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_248_length_6889_cov_111_954345_S010-136","0"
"NODE_2480_length_1588_cov_5_045665_S003-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2480_length_1588_cov_5_045665_S003-194","0"
"NODE_2482_length_2023_cov_196_504111_S010-136","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID506","Singleton_ClusterID4846","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2482_length_2023_cov_196_504111_S010-136","0"
"NODE_2483_length_2023_cov_5_518499_S010-136","Viruses","Siphoviridae","Skunavirus","Lactococcus virus CB13","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2483_length_2023_cov_5_518499_S010-136","Lactococcus virus CB13"
"NODE_249_length_1523_cov_4_819502_S006-131","Viruses","Siphoviridae","Nipunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_249_length_1523_cov_4_819502_S006-131","0"
"NODE_249_length_1727_cov_2_485455_S007-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_249_length_1727_cov_2_485455_S007-137","0"
"NODE_2497_length_1222_cov_7_126638_S003-174","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2497_length_1222_cov_7_126638_S003-174","0"
"NODE_25_length_10820_cov_19_036396_S003-195","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_10820_cov_19_036396_S003-195","0"
"NODE_25_length_10938_cov_5_739895_S011-15","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID507","NOTSURE_ClusterID3196","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_10938_cov_5_739895_S011-15","0"
"NODE_25_length_12158_cov_10_853323_S007-71","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_12158_cov_10_853323_S007-71","0"
"NODE_25_length_12880_cov_29_526283_S004-114","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID216","NOTSURE_ClusterID2157","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_12880_cov_29_526283_S004-114","0"
"NODE_25_length_1439_cov_2_803965_S006-64","Viruses","Podoviridae","Cepunavirus","Streptococcus virus Cp1","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_1439_cov_2_803965_S006-64","Streptococcus virus Cp1"
"NODE_25_length_1608_cov_4_514043_S009-4","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_1608_cov_4_514043_S009-4","0"
"NODE_25_length_2027_cov_5_434359_S009-21","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID318","NOTSURE_ClusterID3225","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_2027_cov_5_434359_S009-21","0"
"NODE_25_length_2473_cov_5_023790_S010-9","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_2473_cov_5_023790_S010-9","0"
"NODE_25_length_2799_cov_4_837987_S004-7","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID508","Singleton_ClusterID4865","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_2799_cov_4_837987_S004-7","0"
"NODE_25_length_33183_cov_86_180783_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","VC_137_0",NA,NA,"NOTSURE_ClusterID178","NOTSURE_ClusterID1667","NODE","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_33183_cov_86_180783_S010-136","0"
"NODE_25_length_4139_cov_10_982029_S005-167","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID189","NOTSURE_ClusterID1694","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_4139_cov_10_982029_S005-167","0"
"NODE_25_length_4287_cov_6_769121_S005-149","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_4287_cov_6_769121_S005-149","0"
"NODE_25_length_4391_cov_40_784886_S005-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_4391_cov_40_784886_S005-3","0"
"NODE_25_length_4475_cov_4_871533_S007-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_4475_cov_4_871533_S007-137","0"
"NODE_25_length_4712_cov_119_328371_S010-21","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID18","Singleton_ClusterID4868","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_4712_cov_119_328371_S010-21","0"
"NODE_25_length_4835_cov_1592_760404_S010-88","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID509","Singleton_ClusterID4869","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_4835_cov_1592_760404_S010-88","0"
"NODE_25_length_4964_cov_6_833845_S004-78","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID193","NOTSURE_ClusterID1699","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_4964_cov_6_833845_S004-78","0"
"NODE_25_length_6028_cov_46_639556_S009-244","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_6028_cov_46_639556_S009-244","0"
"NODE_25_length_6098_cov_11_213254_S009-89","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_6098_cov_11_213254_S009-89","0"
"NODE_25_length_6189_cov_15_446499_S006-186","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_6189_cov_15_446499_S006-186","0"
"NODE_25_length_7133_cov_43_096514_S007-128","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID140","SURE_ClusterID1056","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_7133_cov_43_096514_S007-128","0"
"NODE_25_length_7492_cov_11_524747_S004-194","Viruses","Siphoviridae","Nipunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID120","NOTSURE_ClusterID211","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_7492_cov_11_524747_S004-194","0"
"NODE_25_length_9766_cov_7_204046_S010-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_25_length_9766_cov_7_204046_S010-137","0"
"NODE_250_length_1994_cov_3_953573_S006-28","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID510","NOTSURE_ClusterID473","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_250_length_1994_cov_3_953573_S006-28","0"
"NODE_250_length_2147_cov_4_592271_S010-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_250_length_2147_cov_4_592271_S010-108","0"
"NODE_250_length_2719_cov_7_556775_S003-174","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_250_length_2719_cov_7_556775_S003-174","0"
"NODE_250_length_2874_cov_3_624240_S006-128","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_250_length_2874_cov_3_624240_S006-128","0"
"NODE_250_length_3075_cov_11_651101_S007-13","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_250_length_3075_cov_11_651101_S007-13","0"
"NODE_250_length_4875_cov_5_333264_S010-123","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID511","Singleton_ClusterID4876","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_250_length_4875_cov_5_333264_S010-123","0"
"NODE_2502_length_907_cov_44_603614_S007-128","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID512","NOTSURE_ClusterID4882","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2502_length_907_cov_44_603614_S007-128","0"
"NODE_251_length_5183_cov_12_843322_S006-52","Viruses","Microviridae","Microviridae","Microviridae sp.","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_251_length_5183_cov_12_843322_S006-52","Microviridae sp."
"NODE_2515_length_2007_cov_5_661140_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2515_length_2007_cov_5_661140_S010-136","0"
"NODE_252_length_1726_cov_4_948454_S004-153","Viruses","Siphoviridae","Siphoviridae","Escherichia phage Halfdan","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_252_length_1726_cov_4_948454_S004-153","Escherichia phage Halfdan"
"NODE_252_length_2902_cov_3_331327_S009-141","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID261","Singleton_ClusterID4903","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_252_length_2902_cov_3_331327_S009-141","0"
"NODE_253_length_1388_cov_5_749047_S004-162","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_253_length_1388_cov_5_749047_S004-162","0"
"NODE_253_length_1832_cov_3_961823_S011-6","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_253_length_1832_cov_3_961823_S011-6","0"
"NODE_253_length_888_cov_1_697904_S006-188","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_253_length_888_cov_1_697904_S006-188","0"
"NODE_253_length_919_cov_2_357482_S010-94","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID513","Singleton_ClusterID4915","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_253_length_919_cov_2_357482_S010-94","0"
"NODE_254_length_1963_cov_1_917815_S011-11","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID514","Singleton_ClusterID4924","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_254_length_1963_cov_1_917815_S011-11","0"
"NODE_254_length_3771_cov_35_025988_S005-199","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_254_length_3771_cov_35_025988_S005-199","0"
"NODE_2541_length_1991_cov_5_428945_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID515","Singleton_ClusterID4929","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2541_length_1991_cov_5_428945_S010-136","0"
"NODE_2546_length_1562_cov_2_680808_S003-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID139","NOTSURE_ClusterID369","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2546_length_1562_cov_2_680808_S003-194","0"
"NODE_255_length_1477_cov_12_633571_S007-99","Viruses","Siphoviridae","Skunavirus","Lactococcus phage 936 group phage PhiL.18","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID466","SURE_ClusterID4477","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_255_length_1477_cov_12_633571_S007-99","Lactococcus phage 936 group phage PhiL.18"
"NODE_255_length_1805_cov_2_281250_S010-139","Viruses","Siphoviridae","Unaquatrovirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_255_length_1805_cov_2_281250_S010-139","0"
"NODE_255_length_2373_cov_3_040505_S005-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_255_length_2373_cov_3_040505_S005-108","0"
"NODE_256_length_1786_cov_7_307782_S004-194","Viruses","Siphoviridae","Nipunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_256_length_1786_cov_7_307782_S004-194","0"
"NODE_256_length_5441_cov_6_084825_S003-99","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID129","NOTSURE_ClusterID697","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_256_length_5441_cov_6_084825_S003-99","0"
"NODE_257_length_1890_cov_4_278544_S007-131","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_257_length_1890_cov_4_278544_S007-131","0"
"NODE_257_length_2404_cov_4_717232_S007-128","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID516","Singleton_ClusterID4956","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_257_length_2404_cov_4_717232_S007-128","0"
"NODE_2578_length_761_cov_4_318713_S007-60","Viruses","Siphoviridae","Siphoviridae","Streptococcus phage phiARI0131-2","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2578_length_761_cov_4_318713_S007-60","Streptococcus phage phiARI0131-2"
"NODE_258_length_1839_cov_5_945516_S009-64","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID517","NOTSURE_ClusterID3740","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_258_length_1839_cov_5_945516_S009-64","0"
"NODE_259_length_1368_cov_4_677769_S003-179","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_259_length_1368_cov_4_677769_S003-179","0"
"NODE_26_length_10585_cov_4_955558_S011-15","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_10585_cov_4_955558_S011-15","0"
"NODE_26_length_10915_cov_11_483023_S010-149","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID457","NOTSURE_ClusterID4461","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_10915_cov_11_483023_S010-149","0"
"NODE_26_length_12196_cov_6_352999_S004-153","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_12196_cov_6_352999_S004-153","0"
"NODE_26_length_14131_cov_11_752170_S010-123","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID518","SURE_ClusterID3882","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_14131_cov_11_752170_S010-123","0"
"NODE_26_length_1680_cov_4_956332_S003-6","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_1680_cov_4_956332_S003-6","0"
"NODE_26_length_2645_cov_3_427960_S004-7","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_2645_cov_3_427960_S004-7","0"
"NODE_26_length_3062_cov_7_154774_S004-13","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID519","Singleton_ClusterID4990","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_3062_cov_7_154774_S004-13","0"
"NODE_26_length_3144_cov_2_728725_S010-7","Viruses","Myoviridae","Myoviridae","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_3144_cov_2_728725_S010-7","0"
"NODE_26_length_3644_cov_5_554247_S004-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_3644_cov_5_554247_S004-63","0"
"NODE_26_length_3741_cov_6_533297_S006-188","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_3741_cov_6_533297_S006-188","0"
"NODE_26_length_3753_cov_3_460555_S004-75","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_3753_cov_3_460555_S004-75","0"
"NODE_26_length_4258_cov_26_414494_S005-149","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID9","NOTSURE_ClusterID14","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_4258_cov_26_414494_S005-149","0"
"NODE_26_length_4350_cov_10_589750_S007-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_4350_cov_10_589750_S007-137","0"
"NODE_26_length_5713_cov_17_766501_S009-182","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_5713_cov_17_766501_S009-182","0"
"NODE_26_length_6069_cov_39_050234_S007-19","Viruses","Microviridae","Microviridae","Tortoise microvirus 13","Viruses_ProkaryoticVirus_LB","VC_327_0",NA,NA,NA,NA,"NODE","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_6069_cov_39_050234_S007-19","Tortoise microvirus 13"
"NODE_26_length_6171_cov_607_847555_S011-87","Viruses","Microviridae","Microviridae","Tortoise microvirus 13","Viruses_ProkaryoticVirus_LB","VC_327_0",NA,NA,NA,NA,"NODE","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_6171_cov_607_847555_S011-87","Tortoise microvirus 13"
"NODE_26_length_6900_cov_741_871904_S007-50","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID520","Singleton_ClusterID4994","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_6900_cov_741_871904_S007-50","0"
"NODE_26_length_7475_cov_12_977021_S011-4","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID521","SURE_ClusterID4995","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_7475_cov_12_977021_S011-4","0"
"NODE_26_length_8104_cov_4_019933_S010-184","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_26_length_8104_cov_4_019933_S010-184","0"
"NODE_261_length_1469_cov_5_422414_S005-66","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID522","Singleton_ClusterID5006","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_261_length_1469_cov_5_422414_S005-66","0"
"NODE_261_length_3026_cov_11_285181_S007-72","Viruses","unclassified Viruses","unclassified Viruses","Prokaryotic dsDNA virus sp.","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID242","SURE_ClusterID3862","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_261_length_3026_cov_11_285181_S007-72","Prokaryotic dsDNA virus sp."
"NODE_262_length_1746_cov_3_420012_S004-194","Viruses","Siphoviridae","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID523","SURE_ClusterID5018","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_262_length_1746_cov_3_420012_S004-194","0"
"NODE_262_length_3858_cov_3_377678_S003-141","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_262_length_3858_cov_3_377678_S003-141","0"
"NODE_263_length_1303_cov_10_429038_S009-229","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_263_length_1303_cov_10_429038_S009-229","0"
"NODE_263_length_1706_cov_15_011050_S011-2","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_263_length_1706_cov_15_011050_S011-2","0"
