"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_2245_length_803_cov_3_865014_S005-101","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2245_length_803_cov_3_865014_S005-101","0"
"NODE_225_length_1893_cov_5_882159_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_225_length_1893_cov_5_882159_S004-194","0"
"NODE_225_length_7200_cov_12_723010_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID309","NOTSURE_ClusterID3131","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_225_length_7200_cov_12_723010_S010-136","0"
"NODE_226_length_1893_cov_3_158040_S004-194","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_226_length_1893_cov_3_158040_S004-194","0"
"NODE_226_length_3001_cov_14_394665_S006-128","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID478","SURE_ClusterID4120","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_226_length_3001_cov_14_394665_S006-128","0"
"NODE_2268_length_2145_cov_12_033366_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID233","NOTSURE_ClusterID2290","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2268_length_2145_cov_12_033366_S010-136","0"
"NODE_227_length_1352_cov_6_960784_S006-20","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID259","NOTSURE_ClusterID1927","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_227_length_1352_cov_6_960784_S006-20","0"
"NODE_227_length_1573_cov_7_022059_S005-66","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID479","NOTSURE_ClusterID4570","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_227_length_1573_cov_7_022059_S005-66","0"
"NODE_227_length_1798_cov_10_045322_S010-137","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID480","SURE_ClusterID4572","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_227_length_1798_cov_10_045322_S010-137","0"
"NODE_227_length_1871_cov_4_330546_S004-153","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_227_length_1871_cov_4_330546_S004-153","0"
"NODE_227_length_1938_cov_7_240193_S009-64","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_227_length_1938_cov_7_240193_S009-64","0"
"NODE_227_length_3616_cov_12_643120_S007-60","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID242","SURE_ClusterID4575","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_227_length_3616_cov_12_643120_S007-60","0"
"NODE_2271_length_1175_cov_2_668488_S006-128","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2271_length_1175_cov_2_668488_S006-128","0"
"NODE_2273_length_718_cov_4_773791_S003-29","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID481","NOTSURE_ClusterID4579","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2273_length_718_cov_4_773791_S003-29","0"
"NODE_228_length_2373_cov_23_345819_S007-44","Viruses","unclassified Viruses","unclassified Viruses","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID242","SURE_ClusterID3862","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_228_length_2373_cov_23_345819_S007-44","0"
"NODE_228_length_4750_cov_8_794351_S003-169","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID267","NOTSURE_ClusterID2724","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_228_length_4750_cov_8_794351_S003-169","0"
"NODE_2290_length_1654_cov_5_851617_S003-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID283","NOTSURE_ClusterID639","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2290_length_1654_cov_5_851617_S003-194","0"
"NODE_23_length_13013_cov_37_057359_S004-153","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID482","NOTSURE_ClusterID69","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_13013_cov_37_057359_S004-153","0"
"NODE_23_length_1797_cov_12_853488_S006-183","Viruses","Microviridae","Microviridae","Gokushovirus WZ-2015a","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID483","NOTSURE_ClusterID4613","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_1797_cov_12_853488_S006-183","Gokushovirus WZ-2015a"
"NODE_23_length_3033_cov_15_736468_S004-7","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_3033_cov_15_736468_S004-7","0"
"NODE_23_length_3177_cov_10_448065_S005-50","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID223","NOTSURE_ClusterID2165","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_3177_cov_10_448065_S005-50","0"
"NODE_23_length_3306_cov_13_477547_S004-13","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_3306_cov_13_477547_S004-13","0"
"NODE_23_length_3659_cov_6_380793_S005-56","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_3659_cov_6_380793_S005-56","0"
"NODE_23_length_4779_cov_8_876861_S007-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_4779_cov_8_876861_S007-137","0"
"NODE_23_length_5072_cov_11_309910_S007-129","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID484","NOTSURE_ClusterID4617","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_5072_cov_11_309910_S007-129","0"
"NODE_23_length_5156_cov_17_971254_S006-28","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID397","NOTSURE_ClusterID4618","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_5156_cov_17_971254_S006-28","0"
"NODE_23_length_5185_cov_114_574785_S005-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_5185_cov_114_574785_S005-3","0"
"NODE_23_length_6125_cov_7_107804_S009-182","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID485","SURE_ClusterID4620","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_6125_cov_7_107804_S009-182","0"
"NODE_23_length_7334_cov_20_541546_S007-50","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_7334_cov_20_541546_S007-50","0"
"NODE_23_length_7464_cov_16_750508_S007-128","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_7464_cov_16_750508_S007-128","0"
"NODE_23_length_7678_cov_13_518353_S004-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_7678_cov_13_518353_S004-3","0"
"NODE_23_length_8398_cov_112_390578_S003-192","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID486","NOTSURE_ClusterID4403","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_8398_cov_112_390578_S003-192","0"
"NODE_23_length_8848_cov_6_268498_S007-31","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_8848_cov_6_268498_S007-31","0"
"NODE_23_length_9149_cov_23_835097_S010-64","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_23_length_9149_cov_23_835097_S010-64","0"
"NODE_230_length_1593_cov_5_325858_S006-131","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID487","Singleton_ClusterID4621","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_230_length_1593_cov_5_325858_S006-131","0"
"NODE_230_length_5536_cov_5_044880_S006-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_230_length_5536_cov_5_044880_S006-52","0"
"NODE_2306_length_1276_cov_8_001668_S007-124","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID167","NOTSURE_ClusterID302","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2306_length_1276_cov_8_001668_S007-124","0"
"NODE_2308_length_1363_cov_4_973561_S003-164","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2308_length_1363_cov_4_973561_S003-164","0"
"NODE_2308_length_2123_cov_8_019062_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2308_length_2123_cov_8_019062_S010-136","0"
"NODE_231_length_1457_cov_3_518841_S003-179","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_231_length_1457_cov_3_518841_S003-179","0"
"NODE_231_length_1927_cov_29_336757_S010-139","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID172","SURE_ClusterID1522","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_231_length_1927_cov_29_336757_S010-139","0"
"NODE_231_length_5100_cov_13_801712_S003-166","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID488","SURE_ClusterID1425","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_231_length_5100_cov_13_801712_S003-166","0"
"NODE_231_length_5789_cov_15_372549_S003-99","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_231_length_5789_cov_15_372549_S003-99","0"
"NODE_232_length_4032_cov_11_140834_S005-199","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_232_length_4032_cov_11_140834_S005-199","0"
"NODE_2329_length_2112_cov_3_672236_S010-136","Viruses","Unclassified bacterial viruses","Unclassified bacterial viruses","unidentified phage","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID305","NOTSURE_ClusterID818","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2329_length_2112_cov_3_672236_S010-136","unidentified phage"
"NODE_233_length_1873_cov_10_648107_S004-194","Viruses","unclassified Viruses","unclassified Viruses","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID489","NOTSURE_ClusterID3375","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_233_length_1873_cov_10_648107_S004-194","0"
"NODE_234_length_1857_cov_11_934270_S004-194","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID490","Singleton_ClusterID4673","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_234_length_1857_cov_11_934270_S004-194","0"
"NODE_235_length_2676_cov_4_485187_S007-67","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_235_length_2676_cov_4_485187_S007-67","0"
"NODE_235_length_5745_cov_9_011644_S003-99","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID129","NOTSURE_ClusterID697","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_235_length_5745_cov_9_011644_S003-99","0"
"NODE_236_length_1912_cov_7_744959_S009-182","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_236_length_1912_cov_7_744959_S009-182","0"
"NODE_2360_length_1322_cov_7_409639_S003-195","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2360_length_1322_cov_7_409639_S003-195","0"
"NODE_2363_length_1322_cov_3_591968_S003-195","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2363_length_1322_cov_3_591968_S003-195","0"
"NODE_237_length_2026_cov_27_741919_S010-157","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID136","NOTSURE_ClusterID1020","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_237_length_2026_cov_27_741919_S010-157","0"
"NODE_237_length_4002_cov_9_741656_S003-195","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID491","Singleton_ClusterID4703","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_237_length_4002_cov_9_741656_S003-195","0"
"NODE_238_length_1244_cov_6_134533_S010-143","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID492","Singleton_ClusterID4711","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_238_length_1244_cov_6_134533_S010-143","0"
"NODE_238_length_1578_cov_3_971352_S007-4","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_238_length_1578_cov_3_971352_S007-4","0"
"NODE_238_length_1806_cov_1_937536_S004-153","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_238_length_1806_cov_1_937536_S004-153","0"
"NODE_238_length_1887_cov_4_670718_S005-101","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_238_length_1887_cov_4_670718_S005-101","0"
"NODE_238_length_2051_cov_3_341945_S003-192","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID493","Singleton_ClusterID4716","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_238_length_2051_cov_3_341945_S003-192","0"
"NODE_238_length_5035_cov_11_776926_S003-166","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID267","NOTSURE_ClusterID236","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_238_length_5035_cov_11_776926_S003-166","0"
"NODE_238_length_9365_cov_15_388889_S010-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_238_length_9365_cov_15_388889_S010-3","0"
"NODE_239_length_1553_cov_5_275068_S006-131","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID494","NOTSURE_ClusterID2988","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_239_length_1553_cov_5_275068_S006-131","0"
"NODE_239_length_1879_cov_5_460599_S010-139","Viruses","Siphoviridae","Unaquatrovirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_239_length_1879_cov_5_460599_S010-139","0"
"NODE_24_length_12938_cov_16_003732_S007-71","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_12938_cov_16_003732_S007-71","0"
"NODE_24_length_13010_cov_17_868785_S004-153","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID184","NOTSURE_ClusterID1685","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_13010_cov_17_868785_S004-153","0"
"NODE_24_length_2548_cov_4_233509_S006-10","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_2548_cov_4_233509_S006-10","0"
"NODE_24_length_2828_cov_3_385678_S006-13","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID495","NOTSURE_ClusterID326","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_2828_cov_3_385678_S006-13","0"
"NODE_24_length_3325_cov_6_821736_S005-56","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_3325_cov_6_821736_S005-56","0"
"NODE_24_length_3384_cov_6_193226_S004-56","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID496","Singleton_ClusterID4743","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_3384_cov_6_193226_S004-56","0"
"NODE_24_length_4094_cov_9_291760_S005-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_4094_cov_9_291760_S005-63","0"
"NODE_24_length_4306_cov_7_596595_S005-183","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_4306_cov_7_596595_S005-183","0"
"NODE_24_length_4589_cov_2_822030_S011-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_4589_cov_2_822030_S011-52","0"
"NODE_24_length_4611_cov_67_897883_S006-20","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_4611_cov_67_897883_S006-20","0"
"NODE_24_length_6097_cov_4_332558_S009-244","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID156","NOTSURE_ClusterID419","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_6097_cov_4_332558_S009-244","0"
"NODE_24_length_6371_cov_9_710041_S011-87","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_6371_cov_9_710041_S011-87","0"
"NODE_24_length_6477_cov_34_849219_S010-94","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID448","NOTSURE_ClusterID2940","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_6477_cov_34_849219_S010-94","0"
"NODE_24_length_6664_cov_13_007591_S006-186","Viruses","Unclassified bacterial viruses","Unclassified bacterial viruses","unidentified phage","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_6664_cov_13_007591_S006-186","unidentified phage"
"NODE_24_length_6706_cov_25_779303_S004-106","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID497","NOTSURE_ClusterID2685","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_6706_cov_25_779303_S004-106","0"
"NODE_24_length_7455_cov_18_708729_S007-67","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID498","NOTSURE_ClusterID3294","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_7455_cov_18_708729_S007-67","0"
"NODE_24_length_7761_cov_9_346434_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_7761_cov_9_346434_S004-194","0"
"NODE_24_length_8294_cov_8_585615_S010-146","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_8294_cov_8_585615_S010-146","0"
"NODE_24_length_9246_cov_30_734758_S007-86","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_24_length_9246_cov_30_734758_S007-86","0"
"NODE_2409_length_965_cov_11_676802_S007-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2409_length_965_cov_11_676802_S007-63","0"
"NODE_241_length_1730_cov_17_568663_S004-226","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID499","NOTSURE_ClusterID2518","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_241_length_1730_cov_17_568663_S004-226","0"
"NODE_241_length_1842_cov_7_550142_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_241_length_1842_cov_7_550142_S004-194","0"
"NODE_2418_length_1599_cov_7_084757_S003-189","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID372","NOTSURE_ClusterID429","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2418_length_1599_cov_7_084757_S003-189","0"
"NODE_2418_length_2062_cov_3_417128_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID500","SURE_ClusterID4774","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2418_length_2062_cov_3_417128_S010-136","0"
"NODE_242_length_1835_cov_3_965870_S004-194","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_242_length_1835_cov_3_965870_S004-194","0"
"NODE_242_length_1860_cov_3_911385_S010-139","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID315","NOTSURE_ClusterID3194","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_242_length_1860_cov_3_911385_S010-139","0"
"NODE_242_length_1882_cov_3_035457_S011-6","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_242_length_1882_cov_3_035457_S011-6","0"
"NODE_243_length_1654_cov_4_793278_S010-184","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID357","NOTSURE_ClusterID1143","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_243_length_1654_cov_4_793278_S010-184","0"
"NODE_243_length_1807_cov_4_926590_S004-178","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_243_length_1807_cov_4_926590_S004-178","0"
"NODE_244_length_2001_cov_31_394491_S010-157","Viruses","Siphoviridae","Skunavirus","Lactococcus phage 37201","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID501","NOTSURE_ClusterID1520","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_244_length_2001_cov_31_394491_S010-157","Lactococcus phage 37201"
"NODE_244_length_2353_cov_5_211775_S007-71","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID502","NOTSURE_ClusterID3503","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_244_length_2353_cov_5_211775_S007-71","0"
"NODE_244_length_2619_cov_8_047994_S007-67","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_244_length_2619_cov_8_047994_S007-67","0"
"NODE_244_length_3123_cov_11_274130_S007-72","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID301","NOTSURE_ClusterID3054","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_244_length_3123_cov_11_274130_S007-72","0"
"NODE_2446_length_960_cov_6_878822_S007-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2446_length_960_cov_6_878822_S007-63","0"
"NODE_245_length_1222_cov_2_852402_S010-21","Viruses","Siphoviridae","Pahexavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID314","SURE_ClusterID3188","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_245_length_1222_cov_2_852402_S010-21","0"
"NODE_245_length_2840_cov_35_148389_S011-10","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID503","Singleton_ClusterID4815","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_245_length_2840_cov_35_148389_S011-10","0"
"NODE_246_length_2734_cov_12_032367_S003-174","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_246_length_2734_cov_12_032367_S003-174","0"
"NODE_2468_length_2031_cov_3_133060_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_2468_length_2031_cov_3_133060_S010-136","0"
"NODE_247_length_1671_cov_3_565245_S005-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_247_length_1671_cov_3_565245_S005-63","0"
